x,t=3.60e+02s,t=7.20e+02s,t=3.60e+03s,t=2.16e+04s
2.160320641282565107e-03,8.403026724508235570e+22,2.310309869137602879e+23,4.842126991042179970e+23,5.224860901928397387e+23
2.144288577154308557e-03,8.552497249854890705e+22,2.333502447069391089e+23,4.855980256791198245e+23,5.235546804291956365e+23
2.176352705410821656e-03,8.255806063473729942e+22,2.287281954652213603e+23,4.828284763313332761e+23,5.214175000689141392e+23
2.160320641282565107e-03,8.403028106037685335e+22,2.310309910014030030e+23,4.842126988954222555e+23,5.224860900066502891e+23
2.192384769539078206e-03,8.110806105842453892e+22,2.264418331206641800e+23,4.814453664380084279e+23,5.203489102453137924e+23
2.176352705410821656e-03,8.255807431841118211e+22,2.287281995780323824e+23,4.828284761236272484e+23,5.214174998819611922e+23
2.208416833667334756e-03,7.967999598551920070e+22,2.241718660508828586e+23,4.800633782569661702e+23,5.192803207244939432e+23
2.192384769539078206e-03,8.110807461503855860e+22,2.264418372584285258e+23,4.814453662313927179e+23,5.203489100575929186e+23
2.224448897795591306e-03,7.827359746195166174e+22,2.219182597275586428e+23,4.786825205857315612e+23,5.182117315089027228e+23
2.208416833667334756e-03,7.968000941890733710e+22,2.241718702133394077e+23,4.800633780514409121e+23,5.192803205360001095e+23
2.240480961923847856e-03,7.688860164219779783e+22,2.196809788828088711e+23,4.773028021863753082e+23,5.171431426009777266e+23
2.224448897795591306e-03,7.827361077532722148e+22,2.219182639144058413e+23,4.786825203812972920e+23,5.182117313196308960e+23
2.256513026052104406e-03,7.552474839126620137e+22,2.174599874755755675e+23,4.759242317852562707e+23,5.160745540031499060e+23
2.240480961923847856e-03,7.688861483824448117e+22,2.196809830937097656e+23,4.773028019830321620e+23,5.171431424109237460e+23
2.272545090180360522e-03,7.418178094672981367e+22,2.152552486640144383e+23,4.745468180727663795e+23,5.150059657178407502e+23
2.256513026052104406e-03,7.552476147221634272e+22,2.174599917101618980e+23,4.759242315830043146e+23,5.160745538123082687e+23
2.288577154308617072e-03,7.285944563224619568e+22,2.130667247831481236e+23,4.731705697030757574e+23,5.139373777474622860e+23
2.272545090180360522e-03,7.418179391443219513e+22,2.152552529218913027e+23,4.745468178716056135e+23,5.150059655262069598e+23
2.304609218436873622e-03,7.155749161520923358e+22,2.108943773271332173e+23,4.717954952938816652e+23,5.128687900944193594e+23
2.288577154308617072e-03,7.285945848822380259e+22,2.130667290638969974e+23,4.731705695030059131e+23,5.139373775550311081e+23
2.320641282565130172e-03,7.027567070220869488e+22,2.087381669355759642e+23,4.704216034261574468e+23,5.118002027611062807e+23
2.304609218436873622e-03,7.155750436070945194e+22,2.108943816303148395e+23,4.717954950949022057e+23,5.128687899011860293e+23
2.336673346693386721e-03,6.901373716686053363e+22,2.065980533833948285e+23,4.690489026439028178e+23,5.107316157499097093e+23
2.320641282565130172e-03,7.027568333824630299e+22,2.087381712607333906e+23,4.704216032282683722e+23,5.118002025670657652e+23
2.352705410821643271e-03,6.777144760533491122e+22,2.044739955737971822e+23,4.676774014538981793e+23,5.096630290632065071e+23
2.336673346693386721e-03,6.901374969425464551e+22,2.065980577300555791e+23,4.690489024471037924e+23,5.107316155550569752e+23
2.368737474949899821e-03,6.654856081556545051e+22,2.023659515339794725e+23,4.663071083254569868e+23,5.085944427033650130e+23
2.352705410821643271e-03,6.777146002474092882e+22,2.044739999414750198e+23,4.676774012581890019e+23,5.096630288675361857e+23
2.384769539078156371e-03,6.534483769668602429e+22,2.002738784132216652e+23,4.649380316901823459e+23,5.075258566727443048e+23
2.368737474949899821e-03,6.654857312750220922e+22,2.023659559221774894e+23,4.663071081308370533e+23,5.085944425068720711e+23
2.400801603206412921e-03,6.416004116572920191e+22,1.981977324830730695e+23,4.635701799417244140e+23,5.064572709736935284e+23
2.384769539078156371e-03,6.534484990155946564e+22,2.002738828214325519e+23,4.649380314966507169e+23,5.075258564754235080e+23
2.416833667334669471e-03,6.299393608903557120e+22,1.961374691393727847e+23,4.622035614355387413e+23,5.053886856085538435e+23
2.400801603206412921e-03,6.416005326385243908e+22,1.981977369107811952e+23,4.635701797492804184e+23,5.064572707755395079e+23
2.432865731462926021e-03,6.184628922618421549e+22,1.940930429058781083e+23,4.608381844886483695e+23,5.043201005796558069e+23
2.416833667334669471e-03,6.299394808064628700e+22,1.961374735860558746e+23,4.622035612441814394e+23,5.053886854095614991e+23
2.448897795591182570e-03,6.071686918456091030e+22,1.920644074392960568e+23,4.594740573794039853e+23,5.032515158893220562e+23
2.432865731462926021e-03,6.184630111145934245e+22,1.940930473710073781e+23,4.608381842983770233e+23,5.043201003798197027e+23
2.464929859719439120e-03,5.960544638294870406e+22,1.900515155355453610e+23,4.581111883472498443e+23,5.021829315398641564e+23
2.448897795591182570e-03,6.071688096362948198e+22,1.920644119223381252e+23,4.594740571902177895e+23,5.032515156886369579e+23
2.480961923847695236e-03,5.851179302275178824e+22,1.880543191370942497e+23,4.567495855924875478e+23,5.011143475335850822e+23
2.464929859719439120e-03,5.960545805590275188e+22,1.900515200359628873e+23,4.581111881591475237e+23,5.021829313383242924e+23
2.496993987975951786e-03,5.743568306566003163e+22,1.860727693412350401e+23,4.553892572760455911e+23,5.000457638727783463e+23
2.480961923847695236e-03,5.851180458965558572e+22,1.880543236543468399e+23,4.567495854054681629e+23,5.011143473311856208e+23
2.513026052104208336e-03,5.637689221673279868e+22,1.841068164091785626e+23,4.540302115192444824e+23,4.989771805597271264e+23
2.496993987975951786e-03,5.743569452655813067e+22,1.860727738747796828e+23,4.553892570901071958e+23,5.000457636695130463e+23
2.529058116232464886e-03,5.533519791202179324e+22,1.821564097758625247e+23,4.526724564035704518e+23,4.979085975967056076e+23
2.513026052104208336e-03,5.637690357165671527e+22,1.841068209584704680e+23,4.540302113343864727e+23,4.989771803555908876e+23
2.545090180360721436e-03,5.431037930998096462e+22,1.802214980603806975e+23,4.513159999704469456e+23,4.968400149859775063e+23
2.529058116232464886e-03,5.533520916099570336e+22,1.821564143403557622e+23,4.526724562197909487e+23,4.979085973916927257e+23
2.561122244488977986e-03,5.330221728601730974e+22,1.783020290769515247e+23,4.499608502210066572e+23,4.957714327297973446e+23
2.545090180360721436e-03,5.431039045302664508e+22,1.802215026395285312e+23,4.513159997877446068e+23,4.968400147800822771e+23
2.577154308617234536e-03,5.231049442962982096e+22,1.763979498463552843e+23,4.486070151158688603e+23,4.947028508304091759e+23
2.561122244488977986e-03,5.330222832315841642e+22,1.783020336702069167e+23,4.499608500393798051e+23,4.957714325230142651e+23
2.593186372745491085e-03,5.133499504366060149e+22,1.745092066077753811e+23,4.472545025749156679e+23,4.936342692900478596e+23
2.577154308617234536e-03,5.231050536089505130e+22,1.763979544531717000e+23,4.486070149353160185e+23,4.947028506227323406e+23
2.609218436873747635e-03,5.037550514525479895e+22,1.726357448309899463e+23,4.459033204770706398e+23,4.925656881109372492e+23
2.593186372745491085e-03,5.133500586908690730e+22,1.745092112276068898e+23,4.472545023954342862e+23,4.936342690814712957e+23
2.625250501002004185e-03,4.943181246818058397e+22,1.707775092288600597e+23,4.445534766600788000e+23,4.914971072952916016e+23
2.609218436873747635e-03,5.037551586488972686e+22,1.726357494632909866e+23,4.459033202986595773e+23,4.925656879014552525e+23
2.641282565130260301e-03,4.850370646621287979e+22,1.689344437700780842e+23,4.432049789202912174e+23,4.904285268453149733e+23
2.625250501002004185e-03,4.943182308208419642e+22,1.707775138730866136e+23,4.445534764827357752e+23,4.914971070848981323e+23
2.657314629258516851e-03,4.759097831732903359e+22,1.671064916921320588e+23,4.418578350124442845e+23,4.893599467632019584e+23
2.641282565130260301e-03,4.850371697445967600e+22,1.689344484256879120e+23,4.432049787440140827e+23,4.904285266340041258e+23
2.673346693386773401e-03,4.669342092849839289e+22,1.652935955144539688e+23,4.405120526494500693e+23,4.882913670511346686e+23
2.657314629258516851e-03,4.759098872000893944e+22,1.671064963585839947e+23,4.418578348372309595e+23,4.893599465509675587e+23
2.689378757515029951e-03,4.581082894088476085e+22,1.634956970517236086e+23,4.391676395021798222e+23,4.872227877112874313e+23
2.673346693386773401e-03,4.669343122571810308e+22,1.652936001912092628e+23,4.405120524752982051e+23,4.882913668379711468e+23
2.705410821643286501e-03,4.494299873530333679e+22,1.617127374272985752e+23,4.378246031992539924e+23,4.861542087458234334e+23
2.689378757515029951e-03,4.581083913276855262e+22,1.634957017382455576e+23,4.391676393290870701e+23,4.872227874971882105e+23
2.721442885771543051e-03,4.408972843780168221e+22,1.599446570867499582e+23,4.364829513268338549e+23,4.850856301568939839e+23
2.705410821643286501e-03,4.494300882199376613e+22,1.617127421230531603e+23,4.378246030272178023e+23,4.861542085307818029e+23
2.737474949899799601e-03,4.325081792525215413e+22,1.581913958114794332e+23,4.351426914284119293e+23,4.840170519466407950e+23
2.721442885771543051e-03,4.408973841946003689e+22,1.599446617912052747e+23,4.364829511558514082e+23,4.850856299409047091e+23
2.753507014028056150e-03,4.242606883086124083e+22,1.564528927324023900e+23,4.338038310046064255e+23,4.829484741171965864e+23
2.737474949899799601e-03,4.325082780205873889e+22,1.581914005241063612e+23,4.351426912584806758e+23,4.840170517296974335e+23
2.769539078156312700e-03,4.161528454951723231e+22,1.547290863436777348e+23,4.324663775129573670e+23,4.818798966706803877e+23
2.753507014028056150e-03,4.242607860301582198e+22,1.564528974526747624e+23,4.338038308357238822e+23,4.829484738992924273e+23
2.785571142284569250e-03,4.081827024290994717e+22,1.530199145164729588e+23,4.311303383677241907e+23,4.808113196092032423e+23
2.769539078156312700e-03,4.161529421723889513e+22,1.547290910710725387e+23,4.324663773451208496e+23,4.818798964518094583e+23
2.801603206412825800e-03,4.003483284436679026e+22,1.513253145127473591e+23,4.297957209396833461e+23,4.797427429348636445e+23
2.785571142284569250e-03,4.081827980643723851e+22,1.530199192504702012e+23,4.311303382009304108e+23,4.808113193893588988e+23
2.817635270541082350e-03,3.926478106336081582e+22,1.496452229990445545e+23,4.284625325559306602e+23,4.786741666497502233e+23
2.801603206412825800e-03,4.003484230395777725e+22,1.513253192528301339e+23,4.297957207739291497e+23,4.797427427140390418e+23
2.833667334669338900e-03,3.850792538965262782e+22,1.479795760602828704e+23,4.271307804996819569e+23,4.776055907559406022e+23
2.817635270541082350e-03,3.926479041929275035e+22,1.496452277446997306e+23,4.284625323912128260e+23,4.786741664279391875e+23
2.849699398797595450e-03,3.776407809703627928e+22,1.463283092135340975e+23,4.258004720100787765e+23,4.765370152555008617e+23
2.833667334669338900e-03,3.850793464222192973e+22,1.479795808110003534e+23,4.271307803359971964e+23,4.776055905331364223e+23
2.865731462925851566e-03,3.703305324666538059e+22,1.446913574217809763e+23,4.244716142819944987e+23,4.754684401504864793e+23
2.849699398797595450e-03,3.776408724655825538e+22,1.463283139688073831e+23,4.258004718474240029e+23,4.765370150316969610e+23
2.881763527054108116e-03,3.631466668994005565e+22,1.430686551076486607e+23,4.231442144658401966e+23,4.743998654429425975e+23
2.865731462925851566e-03,3.703306229347399814e+22,1.446913621811075031e+23,4.244716141203660210e+23,4.754684399256760127e+23
2.897795591182364666e-03,3.560873607094075811e+22,1.414601361670998925e+23,4.218182796673747182e+23,4.733312911349020109e+23
2.881763527054108116e-03,3.631467563438753553e+22,1.430686598705295078e+23,4.231442143052342567e+23,4.743998652171185186e+23
2.913827655310621215e-03,3.491508082839818496e+22,1.398657339830897591e+23,4.204938169475170503e+23,4.722627172283868439e+23
2.897795591182364666e-03,3.560874491339740283e+22,1.414601409330398469e+23,4.218182795077882290e+23,4.733312909080578102e+23
2.929859719438877765e-03,3.423352219719215717e+22,1.382853814391730560e+23,4.191708333221576085e+23,4.711941437254085504e+23
2.913827655310621215e-03,3.491508956925192569e+22,1.398657387515975167e+23,4.204938167889460524e+23,4.722627170005153407e+23
2.945891783567134315e-03,3.356388320937481182e+22,1.367190109330602270e+23,4.178493357619730836e+23,4.701255706279665048e+23
2.929859719438877765e-03,3.423353083684815530e+22,1.382853862097614904e+23,4.191708331645977399e+23,4.711941434965024299e+23
2.961923847695390865e-03,3.290598869471619711e+22,1.351665543901163626e+23,4.165293311922428990e+23,4.690569979380486730e+23
2.945891783567134315e-03,3.356389174825513176e+22,1.367190157052461040e+23,4.178493356054206533e+23,4.701255703980193245e+23
2.977955911823647415e-03,3.225966528077242565e+22,1.336279432767982398e+23,4.152108264926672113e+23,4.679884256576324848e+23
2.961923847695390865e-03,3.290599713325934078e+22,1.351665591634205249e+23,4.165293310366938133e+23,4.690569977070531851e+23
2.993987975951903531e-03,3.162474139247774060e+22,1.321031086140277601e+23,4.138938284971864548e+23,4.669198537886835587e+23
2.977955911823647415e-03,3.225967361943298428e+22,1.336279480507458084e+23,4.152108263381171752e+23,4.679884254255814415e+23
3.010020040080160081e-03,3.100104725126423616e+22,1.305919809904950735e+23,4.125783439938031672e+23,4.658512823331553668e+23
2.993987975951903531e-03,3.162474963172592085e+22,1.321031133881480165e+23,4.138938283436317774e+23,4.669198535555695782e+23
3.026052104208416631e-03,3.038841487371324621e+22,1.290944905758902321e+23,4.112643797244052253e+23,4.647827112929907106e+23
3.010020040080160081e-03,3.100105539158542385e+22,1.305919857643214267e+23,4.125783438412389496e+23,4.658512820989715368e+23
3.042084168336673181e-03,2.978667806974450808e+22,1.276105671340595306e+23,4.099519423845894822e+23,4.637141406701203122e+23
3.026052104208416631e-03,3.038842291560754499e+22,1.290944953489608053e+23,4.112643795728267697e+23,4.647827110577291794e+23
3.058116232464929730e-03,2.919567244034914963e+22,1.261401400360835974e+23,4.086410386234917813e+23,4.626455704664635521e+23
3.042084168336673181e-03,2.978668601372639966e+22,1.276105719059165238e+23,4.099519422339926951e+23,4.637141404337734293e+23
3.074148296593186280e-03,2.861523537487420876e+22,1.246831382732736645e+23,4.073316750436111305e+23,4.615770006839273959e+23
3.058116232464929730e-03,2.919568028694693596e+22,1.261401448062737407e+23,4.086410384738715624e+23,4.626455702290237342e+23
3.090180360721442830e-03,2.804520604786612607e+22,1.232394904700858789e+23,4.060238582006437422e+23,4.605084313244073334e+23
3.074148296593186280e-03,2.861524312462963874e+22,1.246831430413482344e+23,4.073316748949628492e+23,4.615770004453875295e+23
3.106212424849699380e-03,2.748542541548202702e+22,1.218091248969483907e+23,4.047175946033119730e+23,4.594398623897875131e+23
3.090180360721442830e-03,2.804521370133389220e+22,1.232394952356004972e+23,4.060238580529620970e+23,4.605084310847597010e+23
3.122244488977955930e-03,2.693573621147751363e+22,1.203919694830011154e+23,4.034128907132006448e+23,4.583712938819398696e+23
3.106212424849699380e-03,2.748543297322937955e+22,1.218091296594633771e+23,4.047175944565924676e+23,4.594398621490248669e+23
3.138276553106212480e-03,2.639598294278028971e+22,1.189879518287450331e+23,4.021097529445912192e+23,4.573027258027245935e+23
3.122244488977955930e-03,2.693574367408374468e+22,1.203919742420814702e+23,4.034128905674373066e+23,4.583712936400536868e+23
3.154308617234469030e-03,2.586601188465896430e+22,1.175969992185998003e+23,4.008081876642985882e+23,4.562341581539892590e+23
3.138276553106212480e-03,2.639599031083636831e+22,1.189879565839604373e+23,4.021097527997792833e+23,4.573027255597070895e+23
3.170340681362725579e-03,2.534567107549706636e+22,1.162190386333671584e+23,3.995082011915112887e+23,4.551655909375700988e+23
3.154308617234469030e-03,2.586601915876706248e+22,1.175970039695243813e+23,4.008081875204331557e+23,4.562341579098320452e+23
3.186372745490982129e-03,2.483481031118195524e+22,1.148539967625983248e+23,3.982097997976325209e+23,4.540970241552906621e+23
3.170340681362725579e-03,2.534567825627011875e+22,1.162190433795797575e+23,3.995082010485867225e+23,4.551655906922655918e+23
3.202404809619238679e-03,2.433328113911906225e+22,1.135018000168652185e+23,3.969129897061209667e+23,4.530284578089623513e+23
3.186372745490982129e-03,2.483481739924323959e+22,1.148540015036826995e+23,3.982097996556427141e+23,4.540970239088311444e+23
3.218436873747495229e-03,2.384093685188098890e+22,1.121623745399313735e+23,3.956177770923359019e+23,4.519598919003860327e+23
3.202404809619238679e-03,2.433328813510174232e+22,1.135018047524098907e+23,3.969129895650602821e+23,4.530284575613390988e+23
3.234468937875751779e-03,2.335763248050255954e+22,1.108356462208244379e+23,3.943241680833847251e+23,4.508913264313472721e+23
3.218436873747495229e-03,2.384094375642776627e+22,1.121623792695296802e+23,3.956177769521990378e+23,4.519598916515907240e+23
3.250501002004008329e-03,2.288322478743137498e+22,1.095215407058046870e+23,3.930321687579690774e+23,4.498227614036220382e+23
3.234468937875751779e-03,2.335763929426520808e+22,1.108356509440741957e+23,3.943241679441655748e+23,4.508913261813721224e+23
3.266533066132264445e-03,2.241757225914450785e+22,1.082199834102324716e+23,3.917417851462349876e+23,4.487541968189724085e+23
3.250501002004008329e-03,2.288323151107027527e+22,1.095215454223090141e+23,3.930321686196611313e+23,4.498227611524583234e+23
3.282565130260520995e-03,2.196053509844136834e+22,1.069308995303310256e+23,3.904530232296242938e+23,4.476856326791492534e+23
3.266533066132264445e-03,2.241757889332833681e+22,1.082199881195993180e+23,3.917417850088325414e+23,4.487541965666117401e+23
3.298597194388777545e-03,2.151197521642338543e+22,1.056542140548427222e+23,3.891658889407280101e+23,4.466170689858900213e+23
3.282565130260520995e-03,2.196054164384665462e+22,1.069309042321729887e+23,3.904530230931212405e+23,4.476856324255825044e+23
3.314629258517034095e-03,2.107175622417012962e+22,1.043898517765802709e+23,3.878803881631413048e+23,4.455485057409192758e+23
3.298597194388777545e-03,2.151198167373407322e+22,1.056542187487774995e+23,3.891658888051179074e+23,4.466170687311088032e+23
3.330661322645290644e-03,2.063974342412241732e+22,1.031377373038692994e+23,3.865965267313206923e+23,4.444799429459507759e+23
3.314629258517034095e-03,2.107176259407728922e+22,1.043898564622305764e+23,3.878803880284172405e+23,4.455485054849153342e+23
3.346693386773547194e-03,2.021580380118224103e+22,1.018977950718828720e+23,3.853143104304403532e+23,4.434113806026834497e+23
3.330661322645290644e-03,2.063974970732377958e+22,1.031377419808626453e+23,3.865965265974761567e+23,4.444799426887146485e+23
3.362725450901803310e-03,1.979980601353941968e+22,1.006699493538660184e+23,3.840337449962550979e+23,4.423428187128060245e+23
3.346693386773547194e-03,2.021580999838180311e+22,1.018977997398517031e+23,3.853143102974691052e+23,4.434113803442065464e+23
3.378757515030059860e-03,1.939162038323517797e+22,9.945412427224976667e+22,3.827548361149626597e+23,4.412742572779925311e+23
3.362725450901803310e-03,1.979981212544717239e+22,1.006699540124478965e+23,3.840337448641503596e+23,4.423428184530794872e+23
3.394789579158316410e-03,1.899111888647170189e+22,9.825024380965402706e+22,3.814775894230634364e+23,4.402056962999051218e+23
3.378757515030059860e-03,1.939162641056661923e+22,9.945412892108726993e+22,3.827548359837167135e+23,4.412742570170068301e+23
3.410821643286572960e-03,1.859817514367831559e+22,9.705823181977855564e+22,3.802020105072310380e+23,4.391371357801927955e+23
3.394789579158316410e-03,1.899112482994760607e+22,9.825024844839471651e+22,3.814775892926697057e+23,4.402056960376513988e+23
3.426853707414829510e-03,1.821266440934268076e+22,9.587801203817981569e+22,3.789281049041767938e+23,4.380685757204924046e+23
3.410821643286572960e-03,1.859818100402424067e+22,9.705823644807500870e+22,3.802020103776821408e+23,4.391371355166615882e+23
3.442885771543086060e-03,1.783446356161722109e+22,9.470950809293544856e+22,3.776558781005205005e+23,4.370000161224271111e+23
3.426853707414829510e-03,1.821267018728872713e+22,9.587801665568967649e+22,3.789281047754659521e+23,4.380685754556745190e+23
3.458917835671342610e-03,1.746345109170982958e+22,9.355264351519378715e+22,3.763853355326593586e+23,4.359314569876077292e+23
3.442885771543086060e-03,1.783446925789766458e+22,9.470951269932139440e+22,3.776558779726395269e+23,4.370000158563127494e+23
3.474949899799599159e-03,1.709950709306773786e+22,9.240734174960795884e+22,3.751164825866434186e+23,4.348628983176312484e+23
3.458917835671342610e-03,1.746345670706276912e+22,9.355264811012359560e+22,3.763853354056010726e+23,4.359314567201875632e+23
3.490981963927855709e-03,1.674251325036388418e+22,9.127352616465489671e+22,3.738493245980474700e+23,4.337943401140832499e+23
3.474949899799599159e-03,1.709951262823478093e+22,9.240734633275430640e+22,3.751164824604001027e+23,4.348628980488958158e+23
3.507014028056112259e-03,1.639235282829438878e+22,9.015112006283801762e+22,3.725838668518492387e+23,4.327257823785343496e+23
3.490981963927855709e-03,1.674251870608983012e+22,9.127353073569564407e+22,3.738493244726112053e+23,4.337943398440224172e+23
3.523046092184368809e-03,1.604891066019611882e+22,8.904004669077284559e+22,3.713201145823063766e+23,4.316572251125432850e+23
3.507014028056112259e-03,1.639235820532690164e+22,9.015112462145612572e+22,3.725838667272122406e+23,4.327257821071387887e+23
3.539078156312625359e-03,1.571207313649248397e+22,8.794022924915583222e+22,3.700580729728372090e+23,4.305886683176553719e+23
3.523046092184368809e-03,1.604891595928542537e+22,8.904005123665625822e+22,3.713201144584610618e+23,4.316572248398031980e+23
3.555110220440881909e-03,1.538172819297649086e+22,8.685159090261491450e+22,3.687977471559015491e+23,4.295201119954029070e+23
3.539078156312625359e-03,1.571207835839111155e+22,8.794023378199757665e+22,3.700580728497749203e+23,4.305886680435602227e+23
3.571142284569138459e-03,1.505776529893878242e+22,8.577405478944248116e+22,3.675391422128848015e+23,4.284515561473040271e+23
3.555110220440881909e-03,1.538173333843890038e+22,8.685159542211310151e+22,3.687977470336143007e+23,4.295201117199424280e+23
3.587174348697395009e-03,1.474007544514907577e+22,8.470754403120943884e+22,3.662822631739824003e+23,4.273830007748645880e+23
3.571142284569138459e-03,1.505777036872111882e+22,8.577405929530042247e+22,3.675391420913640035e+23,4.284515558704683533e+23
3.603206412825651558e-03,1.442855113169904337e+22,8.365198174226071368e+22,3.650271150180878044e+23,4.263144458795768223e+23
3.587174348697395009e-03,1.474008044000889537e+22,8.470754852313536188e+22,3.662822630532191942e+23,4.273830004966435188e+23
3.619238476953908108e-03,1.412308635571425221e+22,8.260729103909111464e+22,3.637737026726795537e+23,4.252458914629194067e+23
3.603206412825651558e-03,1.442855605239502864e+22,8.365198621996786228e+22,3.650271148980737346e+23,4.263144455999598216e+23
3.635270541082164224e-03,1.382357659894308615e+22,8.157339504960214558e+22,3.625220310137143642e+23,4.241773375263580661e+23
3.619238476953908108e-03,1.412309120300592031e+22,8.260729550229793355e+22,3.637737025534062987e+23,4.252458911818956029e+23
3.651302605210420774e-03,1.352991881522995790e+22,8.055021692223870940e+22,3.612721048655177408e+23,4.231087840713442308e+23
3.635270541082164224e-03,1.382358137359057499e+22,8.157339949803206240e+22,3.625220308951728642e+23,4.241773372439173928e+23
3.667334669338677324e-03,1.324201141788051138e+22,7.953767983500629115e+22,3.600239290006778109e+23,4.220402310993167820e+23
3.651302605210420774e-03,1.352992351799372834e+22,8.055022135562008422e+22,3.612721047476984663e+23,4.231087837874752124e+23
3.683366733466933874e-03,1.295975426692568685e+22,7.853570700436754661e+22,3.587775081399418429e+23,4.209716786117001053e+23
3.667334669338677324e-03,1.324201604952112287e+22,7.953768425307275212e+22,3.600239288835719708e+23,4.220402308140089496e+23
3.699398797595190424e-03,1.268304865629208104e+22,7.754422169401868209e+22,3.575328469521145088e+23,4.199031266099057687e+23
3.683366733466933874e-03,1.295975882820352265e+22,7.853571140685757048e+22,3.587775080235401090e+23,4.209716783249428557e+23
3.715430861723446974e-03,1.241179730088528393e+22,7.656314722354572611e+22,3.562899500539554761e+23,4.188345750953317840e+23
3.699398797595190424e-03,1.268305314796715953e+22,7.754422608067587945e+22,3.575328468364072174e+23,4.199031263216872907e+23
3.731462925851703090e-03,1.214590432359323638e+22,7.559240697695965282e+22,3.550488220100833082e+23,4.177660240693613990e+23
3.715430861723446974e-03,1.241180172371698175e+22,7.656315159411862326e+22,3.562899499389335005e+23,4.188345748056411388e+23
3.747494989979959640e-03,1.188527524221592954e+22,7.463192441111162388e+22,3.538094673328758074e+23,4.166974735333653794e+23
3.731462925851703090e-03,1.214590867834007454e+22,7.559241133120194347e+22,3.550488218957369175e+23,4.177660237781873124e+23
3.763527054108216190e-03,1.162981695632837077e+22,7.368162306398673804e+22,3.525718904823761968e+23,4.156289234887005994e+23
3.747494989979959640e-03,1.188527952963537207e+22,7.463192874878163223e+22,3.538094672191948681e+23,4.166974732406967113e+23
3.779559118236472740e-03,1.137943773408277614e+22,7.274142656287768943e+22,3.513360958661988996e+23,4.145603739367088335e+23
3.763527054108216190e-03,1.162982117717659825e+22,7.368162738484799760e+22,3.525718903693512467e+23,4.156289231945253373e+23
3.795591182364729289e-03,1.113404719895637760e+22,7.181125863243792358e+22,3.501020878394392104e+23,4.134918248787201795e+23
3.779559118236472740e-03,1.137944188911445082e+22,7.274143086669875013e+22,3.513360957538198052e+23,4.145603736410155689e+23
3.811623246492985839e-03,1.089355631645101235e+22,7.089104310261367020e+22,3.488698707045816918e+23,4.124232763160486960e+23
3.795591182364729289e-03,1.113405128892452386e+22,7.181126291899215879e+22,3.501020877276953686e+23,4.134918245814971012e+23
3.827655310621242389e-03,1.065787738075016724e+22,6.998070391645569181e+22,3.476394487114128656e+23,4.113547282499961608e+23
3.811623246492985839e-03,1.089356034210672935e+22,7.089104737167941933e+22,3.488698705934626335e+23,4.124232760172839258e+23
3.843687374749498939e-03,1.042692400133940498e+22,6.908016513781052159e+22,3.464108260569341724e+23,4.102861806818502587e+23
3.827655310621242389e-03,1.065788134284248220e+22,6.998070816781612614e+22,3.476394486009084573e+23,4.113547279496775519e+23
3.859719438877755489e-03,1.020061108959588227e+22,6.818935095889173571e+22,3.451840068852788914e+23,4.092176336128828370e+23
3.843687374749498939e-03,1.042692790061508225e+22,6.908016937125371970e+22,3.464108259470338781e+23,4.102861803799655974e+23
3.875751503006012039e-03,9.978854845352196964e+21,6.730818570773048852e+22,3.439589952876275156e+23,4.081490870443546027e+23
3.859719438877755489e-03,1.020061492679926193e+22,6.818935517421066676e+22,3.451840067759717724e+23,4.092176333094201779e+23
3.891783567134268589e-03,9.761572743440259613e+21,6.643659385550661904e+22,3.427357953021271542e+23,4.070805409775097542e+23
3.875751503006012039e-03,9.978858621224997618e+21,6.730818990472298706e+22,3.439589951789021633e+23,4.081490867393011279e+23
3.907815631262525138e-03,9.548683520220084568e+21,6.557450002375986748e+22,3.415144109138124787e+23,4.060119954135799405e+23
3.891783567134268589e-03,9.761576458721425359e+21,6.643659803397531789e+22,3.427357951939730326e+23,4.070805406708535185e+23
3.923847695390781688e-03,9.340107160098783101e+21,6.472182899148095016e+22,3.402948460545284799e+23,4.049434503537821808e+23
3.907815631262525138e-03,9.548687175645610902e+21,6.557450418351211387e+22,3.415144108062186490e+23,4.060119951053075891e+23
3.939879759519038238e-03,9.135764882044686959e+21,6.387850570208452280e+22,3.390771046028537632e+23,4.038749057993187975e+23
3.923847695390781688e-03,9.340110756401570120e+21,6.472183313232899867e+22,3.402948459474833994e+23,4.049434500438811644e+23
3.955911823647294788e-03,8.935579126101232845e+21,6.304445527026180922e+22,3.378611903840268625e+23,4.028063617513788256e+23
3.939879759519038238e-03,9.135768419954375786e+21,6.387850982384528366e+22,3.390771044963458220e+23,4.038749054877766338e+23
3.971943887775551338e-03,8.739473539905624211e+21,6.221960298871577274e+22,3.366471071698738301e+23,4.017378182111368042e+23
3.955911823647294788e-03,8.935582606344088191e+21,6.304445937275698256e+22,3.378611902780445179e+23,4.028063614381818915e+23
3.987975951903807020e-03,8.547372965216424821e+21,6.140387433477686742e+22,3.354348586787384433e+23,4.006692751797524418e+23
3.971943887775551338e-03,8.739476963204348772e+21,6.221960707177173955e+22,3.366471070644052710e+23,4.017378178962718793e+23
4.004008016032064438e-03,8.359203424454770164e+21,6.059719497690125645e+22,3.342244485754108007e+23,3.996007326583718905e+23
3.987975951903807020e-03,8.547376332290057568e+21,6.140387839822460564e+22,3.354348585737714559e+23,4.006692748632059030e+23
